Nama Broker,Kode Broker,Nama Emiten,Nama Perusahaan,Tanggal,Buy Value,Buy Lot,Buy Avg,Sell Value,Sell Lot,Sell Avg,Open Price,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Persentase Selisih
MANDIRI SEKURITAS,CC,BRPT,Barito Pacific Tbk.,1/30/2026,22.8B,106.161,2.15,32.3B,149.527,2.163,2280.0,2270.0,2280.0,2070.0,2160.0,-40.0,-1.85%
MANDIRI SEKURITAS,CC,BRPT,Barito Pacific Tbk.,2/2/2026,47.8B,249.896,1.913,76B,400.911,1.895,2160.0,2150.0,2160.0,1840.0,1840.0,-320.0,-17.39%
BNI Sekuritas,NI,BRPT,Barito Pacific Tbk.,2/2/2026,5B,26.046,1.931,,,,2160.0,2150.0,2160.0,1840.0,1840.0,-320.0,-17.39%
MANDIRI SEKURITAS,CC,BUMI,Bumi Resources Tbk.,1/28/2026,58.8B,"2,001,548",294,166.6B,"5,666,710",294,294.0,294.0,294.0,294.0,294.0,-50.0,-17.01%
BNI Sekuritas,NI,BUMI,Bumi Resources Tbk.,1/28/2026,16.7B,568.042,294,,,,294.0,294.0,294.0,294.0,294.0,-50.0,-17.01%
BRI Danareksa Sekuritas,OD,BUMI,Bumi Resources Tbk.,1/28/2026,21.1B,719.219,294,,,,294.0,294.0,294.0,294.0,294.0,-50.0,-17.01%
MANDIRI SEKURITAS,CC,BUMI,Bumi Resources Tbk.,1/29/2026,337.8B,"13,003,241",260,339B,"13,244,432",256,250.0,250.0,282.0,250.0,250.0,-44.0,-17.60%
BNI Sekuritas,NI,BUMI,Bumi Resources Tbk.,1/29/2026,253.2B,"10,030,827",252,,,,250.0,250.0,282.0,250.0,250.0,-44.0,-17.60%
MANDIRI SEKURITAS,CC,BUMI,Bumi Resources Tbk.,1/30/2026,259B,"9,983,244",259,136.7B,"5,265,173",260,258.0,258.0,272.0,246.0,258.0,8.0,3.10%
BNI Sekuritas,NI,BUMI,Bumi Resources Tbk.,1/30/2026,,,,48.6B,"1,874,754",259,258.0,258.0,272.0,246.0,258.0,8.0,3.10%
BRI Danareksa Sekuritas,OD,BUMI,Bumi Resources Tbk.,1/30/2026,56.9B,"2,204,294",258,,,,258.0,258.0,272.0,246.0,258.0,8.0,3.10%
MANDIRI SEKURITAS,CC,BUMI,Bumi Resources Tbk.,2/2/2026,197.1B,"8,715,418",226,167.8B,"7,453,484",225,260.0,262.0,264.0,220.0,220.0,-38.0,-17.27%
BNI Sekuritas,NI,BUMI,Bumi Resources Tbk.,2/2/2026,65.7B,"2,902,019",226,59.3B,"2,625,940",226,260.0,262.0,264.0,220.0,220.0,-38.0,-17.27%
MANDIRI SEKURITAS,CC,BUVA,Bukit Uluwatu Villa Tbk.,1/28/2026,6.4B,44.112,1.445,18.7B,129.4,1.445,1445.0,1445.0,1445.0,1445.0,1445.0,-255.0,-17.65%
BNI Sekuritas,NI,BUVA,Bukit Uluwatu Villa Tbk.,1/28/2026,1.4B,9.838,1.445,,,,1445.0,1445.0,1445.0,1445.0,1445.0,-255.0,-17.65%
BRI Danareksa Sekuritas,OD,BUVA,Bukit Uluwatu Villa Tbk.,1/28/2026,2.6B,17.928,1.445,,,,1445.0,1445.0,1445.0,1445.0,1445.0,-255.0,-17.65%
MANDIRI SEKURITAS,CC,BUVA,Bukit Uluwatu Villa Tbk.,1/29/2026,57.4B,456.192,1.257,46.3B,361.155,1.281,1230.0,1230.0,1380.0,1230.0,1230.0,-215.0,-17.48%
BNI Sekuritas,NI,BUVA,Bukit Uluwatu Villa Tbk.,1/29/2026,59.1B,546.785,1.08,19.4B,154.108,1.259,1230.0,1230.0,1380.0,1230.0,1230.0,-215.0,-17.48%
BRI Danareksa Sekuritas,OD,BUVA,Bukit Uluwatu Villa Tbk.,1/29/2026,17.3B,138.302,1.249,,,,1230.0,1230.0,1380.0,1230.0,1230.0,-215.0,-17.48%
MANDIRI SEKURITAS,CC,BUVA,Bukit Uluwatu Villa Tbk.,1/30/2026,42.6B,332.498,1.282,43.1B,332.119,1.297,1305.0,1305.0,1395.0,1200.0,1240.0,10.0,0.81%
MANDIRI SEKURITAS,CC,BUVA,Bukit Uluwatu Villa Tbk.,2/2/2026,15.9B,140.827,1.126,3.4B,28.771,1.169,1200.0,1200.0,1250.0,1055.0,1055.0,-185.0,-17.54%
BNI Sekuritas,NI,BUVA,Bukit Uluwatu Villa Tbk.,2/2/2026,6.4B,60.564,1.058,,,,1200.0,1200.0,1250.0,1055.0,1055.0,-185.0,-17.54%
BRI Danareksa Sekuritas,OD,BUVA,Bukit Uluwatu Villa Tbk.,2/2/2026,1.5B,14.576,1.063,,,,1200.0,1200.0,1250.0,1055.0,1055.0,-185.0,-17.54%
MANDIRI SEKURITAS,CC,CANI,Capitol Nusantara Indonesia Tbk.,1/28/2026,20.7M,603,344,,,,0.0,0.0,344.0,344.0,344.0,-38.0,-11.05%
BNI Sekuritas,NI,CANI,Capitol Nusantara Indonesia Tbk.,1/28/2026,516K,15,344,,,,0.0,0.0,344.0,344.0,344.0,-38.0,-11.05%
BRI Danareksa Sekuritas,OD,CANI,Capitol Nusantara Indonesia Tbk.,1/28/2026,39.1M,1.136,344,,,,0.0,0.0,344.0,344.0,344.0,-38.0,-11.05%
MANDIRI SEKURITAS,CC,CANI,Capitol Nusantara Indonesia Tbk.,1/29/2026,45.3M,1.461,310,,,,0.0,0.0,310.0,310.0,310.0,-34.0,-10.97%
BNI Sekuritas,NI,CANI,Capitol Nusantara Indonesia Tbk.,1/29/2026,3.6M,116,310,,,,0.0,0.0,310.0,310.0,310.0,-34.0,-10.97%
MANDIRI SEKURITAS,CC,CANI,Capitol Nusantara Indonesia Tbk.,1/30/2026,227M,8.107,280,,,,0.0,0.0,280.0,280.0,280.0,-30.0,-10.71%
BNI Sekuritas,NI,CANI,Capitol Nusantara Indonesia Tbk.,1/30/2026,8.4M,300,280,,,,0.0,0.0,280.0,280.0,280.0,-30.0,-10.71%
BRI Danareksa Sekuritas,OD,CANI,Capitol Nusantara Indonesia Tbk.,1/30/2026,,,,392K,14,280,0.0,0.0,280.0,280.0,280.0,-30.0,-10.71%
MANDIRI SEKURITAS,CC,CANI,Capitol Nusantara Indonesia Tbk.,2/2/2026,6.1M,244,252,,,,0.0,0.0,252.0,252.0,252.0,-28.0,-11.11%
BNI Sekuritas,NI,CANI,Capitol Nusantara Indonesia Tbk.,2/2/2026,50.4K,2,252,,,,0.0,0.0,252.0,252.0,252.0,-28.0,-11.11%
MANDIRI SEKURITAS,CC,CARE,Metro Healthcare Indonesia Tbk.,1/28/2026,6.7M,93,725,,,,725.0,725.0,725.0,725.0,725.0,-125.0,-17.24%
BNI Sekuritas,NI,CARE,Metro Healthcare Indonesia Tbk.,1/28/2026,10.9M,150,725,,,,725.0,725.0,725.0,725.0,725.0,-125.0,-17.24%
BRI Danareksa Sekuritas,OD,CARE,Metro Healthcare Indonesia Tbk.,1/28/2026,23.9M,329,725,,,,725.0,725.0,725.0,725.0,725.0,-125.0,-17.24%
MANDIRI SEKURITAS,CC,CARE,Metro Healthcare Indonesia Tbk.,1/29/2026,162.7M,2.603,625,646M,10.403,621,675.0,650.0,675.0,620.0,620.0,-105.0,-16.94%
BNI Sekuritas,NI,CARE,Metro Healthcare Indonesia Tbk.,1/29/2026,8.7M,140,623,,,,675.0,650.0,675.0,620.0,620.0,-105.0,-16.94%
BRI Danareksa Sekuritas,OD,CARE,Metro Healthcare Indonesia Tbk.,1/29/2026,30.4M,490,620,,,,675.0,650.0,675.0,620.0,620.0,-105.0,-16.94%
MANDIRI SEKURITAS,CC,CARE,Metro Healthcare Indonesia Tbk.,1/30/2026,185.8M,3.411,545,291.8M,5.352,545,560.0,560.0,615.0,530.0,530.0,-90.0,-16.98%
BNI Sekuritas,NI,CARE,Metro Healthcare Indonesia Tbk.,1/30/2026,36.8M,682,540,43M,797,540,560.0,560.0,615.0,530.0,530.0,-90.0,-16.98%
BRI Danareksa Sekuritas,OD,CARE,Metro Healthcare Indonesia Tbk.,1/30/2026,51.7M,949,544,,,,560.0,560.0,615.0,530.0,530.0,-90.0,-16.98%
MANDIRI SEKURITAS,CC,CARE,Metro Healthcare Indonesia Tbk.,2/2/2026,443.3M,9.107,487,174.4M,3.743,466,565.0,565.0,565.0,452.0,454.0,-76.0,-16.74%
BNI Sekuritas,NI,CARE,Metro Healthcare Indonesia Tbk.,2/2/2026,14.9M,327,455,18.5M,385,480,565.0,565.0,565.0,452.0,454.0,-76.0,-16.74%
MANDIRI SEKURITAS,CC,CBDK,Bangun Kosambi Sukses Tbk.,1/28/2026,15.4B,24.165,6.36,8.5B,13.117,6.463,6250.0,6250.0,6700.0,6250.0,6250.0,-1075.0,-17.20%
BRI Danareksa Sekuritas,OD,CBDK,Bangun Kosambi Sukses Tbk.,1/28/2026,3.6B,5.692,6.263,,,,6250.0,6250.0,6700.0,6250.0,6250.0,-1075.0,-17.20%
MANDIRI SEKURITAS,CC,CBDK,Bangun Kosambi Sukses Tbk.,1/29/2026,40B,70.875,5.647,26B,44.445,5.846,5950.0,5925.0,6350.0,5325.0,5950.0,-300.0,-5.04%
BNI Sekuritas,NI,CBDK,Bangun Kosambi Sukses Tbk.,1/29/2026,,,,24.6B,43.394,5.666,5950.0,5925.0,6350.0,5325.0,5950.0,-300.0,-5.04%
MANDIRI SEKURITAS,CC,CBDK,Bangun Kosambi Sukses Tbk.,1/30/2026,16.2B,27.519,5.875,9.7B,16.09,6.038,6100.0,6125.0,6300.0,5700.0,5825.0,-125.0,-2.15%
MANDIRI SEKURITAS,CC,CBDK,Bangun Kosambi Sukses Tbk.,2/2/2026,24.9B,48.057,5.191,15.4B,30.524,5.053,5825.0,5800.0,5825.0,4970.0,4980.0,-845.0,-16.97%
BNI Sekuritas,NI,CBDK,Bangun Kosambi Sukses Tbk.,2/2/2026,,,,2.9B,5.605,5.181,5825.0,5800.0,5825.0,4970.0,4980.0,-845.0,-16.97%
MANDIRI SEKURITAS,CC,CDIA,Chandra Daya Investasi Tbk.,1/28/2026,42.7B,"349,008","1,223",22.8B,"185,223","1,230",1190.0,1200.0,1315.0,1190.0,1190.0,-210.0,-17.65%
BNI Sekuritas,NI,CDIA,Chandra Daya Investasi Tbk.,1/28/2026,6.6B,"54,567","1,219",11.2B,"92,440","1,216",1190.0,1200.0,1315.0,1190.0,1190.0,-210.0,-17.65%
BRI Danareksa Sekuritas,OD,CDIA,Chandra Daya Investasi Tbk.,1/28/2026,16.8B,"139,380","1,208",,,,1190.0,1200.0,1315.0,1190.0,1190.0,-210.0,-17.65%
MANDIRI SEKURITAS,CC,CDIA,Chandra Daya Investasi Tbk.,1/29/2026,57.7B,"514,030","1,122",44.8B,"385,899","1,162",1100.0,1100.0,1280.0,1015.0,1235.0,45.0,3.64%
BNI Sekuritas,NI,CDIA,Chandra Daya Investasi Tbk.,1/29/2026,13.1B,"119,969","1,094",13.5B,"118,199","1,138",1100.0,1100.0,1280.0,1015.0,1235.0,45.0,3.64%
BRI Danareksa Sekuritas,OD,CDIA,Chandra Daya Investasi Tbk.,1/29/2026,8.3B,"70,559","1,173",,,,1100.0,1100.0,1280.0,1015.0,1235.0,45.0,3.64%
MANDIRI SEKURITAS,CC,CDIA,Chandra Daya Investasi Tbk.,1/30/2026,11.9B,"99,047","1,203",19B,"156,895","1,208",1260.0,1265.0,1270.0,1155.0,1175.0,-60.0,-5.11%
BNI Sekuritas,NI,CDIA,Chandra Daya Investasi Tbk.,1/30/2026,5B,"41,539","1,199",4.9B,"40,953","1,204",1260.0,1265.0,1270.0,1155.0,1175.0,-60.0,-5.11%
BRI Danareksa Sekuritas,OD,CDIA,Chandra Daya Investasi Tbk.,1/30/2026,,,,2.1B,"17,060","1,210",1260.0,1265.0,1270.0,1155.0,1175.0,-60.0,-5.11%
MANDIRI SEKURITAS,CC,CDIA,Chandra Daya Investasi Tbk.,2/2/2026,46.1B,"442,638","1,041",29.7B,"277,404","1,069",1175.0,1170.0,1175.0,1000.0,1000.0,-175.0,-17.50%
BNI Sekuritas,NI,CDIA,Chandra Daya Investasi Tbk.,2/2/2026,9.2B,"90,086","1,027",11B,"106,275","1,035",1175.0,1170.0,1175.0,1000.0,1000.0,-175.0,-17.50%
BRI Danareksa Sekuritas,OD,CDIA,Chandra Daya Investasi Tbk.,2/2/2026,6.2B,"60,711","1,022",3.6B,"34,426","1,044",1175.0,1170.0,1175.0,1000.0,1000.0,-175.0,-17.50%
MANDIRI SEKURITAS,CC,CITY,Natura City Developments Tbk.,1/28/2026,96.8M,4.116,235,,,,250.0,252.0,252.0,230.0,230.0,-40.0,-17.39%
BNI Sekuritas,NI,CITY,Natura City Developments Tbk.,1/28/2026,,,,21.9M,950,230,250.0,252.0,252.0,230.0,230.0,-40.0,-17.39%
BRI Danareksa Sekuritas,OD,CITY,Natura City Developments Tbk.,1/28/2026,3.3M,142,232,,,,250.0,252.0,252.0,230.0,230.0,-40.0,-17.39%
MANDIRI SEKURITAS,CC,CITY,Natura City Developments Tbk.,1/29/2026,115.2M,5.477,210,116.9M,5.432,215,218.0,220.0,236.0,196.0,220.0,-10.0,-4.55%
MANDIRI SEKURITAS,CC,CITY,Natura City Developments Tbk.,1/30/2026,80.9M,3.472,233,109.1M,4.62,236,250.0,246.0,254.0,220.0,232.0,12.0,5.17%
BRI Danareksa Sekuritas,OD,CITY,Natura City Developments Tbk.,1/30/2026,1.5M,66,234,2.4M,100,240,250.0,246.0,254.0,220.0,232.0,12.0,5.17%
MANDIRI SEKURITAS,CC,CITY,Natura City Developments Tbk.,2/2/2026,2.4M,103,231,20.9M,962,217,232.0,232.0,232.0,198.0,202.0,-30.0,-14.85%
BNI Sekuritas,NI,CITY,Natura City Developments Tbk.,2/2/2026,594K,30,198,2.7M,126,212,232.0,232.0,232.0,198.0,202.0,-30.0,-14.85%
BRI Danareksa Sekuritas,OD,CITY,Natura City Developments Tbk.,2/2/2026,,,,20.4K,1,204,232.0,232.0,232.0,198.0,202.0,-30.0,-14.85%
MANDIRI SEKURITAS,CC,CITY,,2/3/2026,158.7M,7.805,203,2.9M,133,215,,,,,,,
BNI Sekuritas,NI,CITY,,2/3/2026,2.1M,105,204,696K,30,232,,,,,,,
MANDIRI SEKURITAS,CC,CITY,,2/4/2026,158.7M,7.805,203,2.9M,133,215,,,,,,,
BNI Sekuritas,NI,CITY,,2/4/2026,2.1M,105,204,696K,30,232,,,,,,,
MANDIRI SEKURITAS,CC,COCO,Wahana Interfood Nusantara Tbk.,1/28/2026,89.9M,2.511,358,1M,28,358,0.0,0.0,358.0,358.0,358.0,-38.0,-10.61%
BRI Danareksa Sekuritas,OD,COCO,Wahana Interfood Nusantara Tbk.,1/28/2026,54.4M,1.519,358,14M,390,358,0.0,0.0,358.0,358.0,358.0,-38.0,-10.61%
MANDIRI SEKURITAS,CC,COCO,Wahana Interfood Nusantara Tbk.,1/29/2026,,,,554.1M,17.102,324,0.0,0.0,330.0,324.0,324.0,-34.0,-10.49%
BRI Danareksa Sekuritas,OD,COCO,Wahana Interfood Nusantara Tbk.,1/29/2026,124.8M,3.853,324,154M,4.752,324,0.0,0.0,330.0,324.0,324.0,-34.0,-10.49%
MANDIRI SEKURITAS,CC,COCO,Wahana Interfood Nusantara Tbk.,1/30/2026,61M,1.808,337,95.7M,2.689,356,0.0,0.0,356.0,328.0,328.0,4.0,1.22%
BRI Danareksa Sekuritas,OD,COCO,Wahana Interfood Nusantara Tbk.,1/30/2026,37M,1.038,356,,,,0.0,0.0,356.0,328.0,328.0,4.0,1.22%
MANDIRI SEKURITAS,CC,COCO,Wahana Interfood Nusantara Tbk.,2/2/2026,33.7M,1.14,296,,,,0.0,0.0,296.0,296.0,296.0,-32.0,-10.81%
BNI Sekuritas,NI,COCO,Wahana Interfood Nusantara Tbk.,2/2/2026,10.3M,347,296,,,,0.0,0.0,296.0,296.0,296.0,-32.0,-10.81%
BRI Danareksa Sekuritas,OD,COCO,Wahana Interfood Nusantara Tbk.,2/2/2026,,,,48M,1.621,296,0.0,0.0,296.0,296.0,296.0,-32.0,-10.81%
MANDIRI SEKURITAS,CC,COIN,Indokripto Koin Semesta Tbk.,1/28/2026,7.8B,34.276,2.287,6.4B,28.272,2.28,2270.0,2270.0,2410.0,2270.0,2270.0,-400.0,-17.62%
BNI Sekuritas,NI,COIN,Indokripto Koin Semesta Tbk.,1/28/2026,2.2B,9.612,2.284,,,,2270.0,2270.0,2410.0,2270.0,2270.0,-400.0,-17.62%
BRI Danareksa Sekuritas,OD,COIN,Indokripto Koin Semesta Tbk.,1/28/2026,4.9B,21.447,2.272,1.6B,7.204,2.276,2270.0,2270.0,2410.0,2270.0,2270.0,-400.0,-17.62%
MANDIRI SEKURITAS,CC,COIN,Indokripto Koin Semesta Tbk.,1/29/2026,19.6B,97.369,2.018,9B,44.385,2.036,1940.0,1950.0,2210.0,1930.0,2080.0,-190.0,-9.13%
BNI Sekuritas,NI,COIN,Indokripto Koin Semesta Tbk.,1/29/2026,1.8B,8.838,2.04,,,,1940.0,1950.0,2210.0,1930.0,2080.0,-190.0,-9.13%
BRI Danareksa Sekuritas,OD,COIN,Indokripto Koin Semesta Tbk.,1/29/2026,2B,10.059,2.021,,,,1940.0,1950.0,2210.0,1930.0,2080.0,-190.0,-9.13%
MANDIRI SEKURITAS,CC,COIN,Indokripto Koin Semesta Tbk.,1/30/2026,5.2B,23.817,2.175,13.2B,59.272,2.228,2100.0,2120.0,2420.0,2070.0,2410.0,330.0,13.69%
BNI Sekuritas,NI,COIN,Indokripto Koin Semesta Tbk.,1/30/2026,2.2B,10.316,2.153,2.1B,9.052,2.276,2100.0,2120.0,2420.0,2070.0,2410.0,330.0,13.69%
BRI Danareksa Sekuritas,OD,COIN,Indokripto Koin Semesta Tbk.,1/30/2026,938.7M,4.298,2.184,1.3B,5.921,2.235,2100.0,2120.0,2420.0,2070.0,2410.0,330.0,13.69%
MANDIRI SEKURITAS,CC,COIN,Indokripto Koin Semesta Tbk.,2/2/2026,5.2B,24.67,2.097,7.5B,35.404,2.113,2410.0,2410.0,2420.0,2050.0,2050.0,-360.0,-17.56%
BNI Sekuritas,NI,COIN,Indokripto Koin Semesta Tbk.,2/2/2026,14.1B,68.926,2.053,1.6B,7.196,2.16,2410.0,2410.0,2420.0,2050.0,2050.0,-360.0,-17.56%
BRI Danareksa Sekuritas,OD,COIN,Indokripto Koin Semesta Tbk.,2/2/2026,1.7B,8.115,2.083,,,,2410.0,2410.0,2420.0,2050.0,2050.0,-360.0,-17.56%
MANDIRI SEKURITAS,CC,CSMI,Cipta Selera Murni Tbk.,1/28/2026,97.3M,6.093,160,207.1M,13.401,155,170.0,170.0,170.0,148.0,150.0,-24.0,-16.00%
MANDIRI SEKURITAS,CC,CSMI,Cipta Selera Murni Tbk.,1/29/2026,,,,20.3M,1.478,137,149.0,148.0,160.0,128.0,160.0,10.0,6.25%
BNI Sekuritas,NI,CSMI,Cipta Selera Murni Tbk.,1/29/2026,147.7M,11.099,133,195.6M,14.898,131,149.0,148.0,160.0,128.0,160.0,10.0,6.25%
BRI Danareksa Sekuritas,OD,CSMI,Cipta Selera Murni Tbk.,1/29/2026,,,,14.7M,1.057,139,149.0,148.0,160.0,128.0,160.0,10.0,6.25%
MANDIRI SEKURITAS,CC,CSMI,Cipta Selera Murni Tbk.,1/30/2026,41M,2.625,156,,,,160.0,160.0,165.0,153.0,153.0,-7.0,-4.58%
MANDIRI SEKURITAS,CC,CTTH,Citatah Tbk.,1/28/2026,298.5M,33.117,90,206.8M,21.68,95,104.0,104.0,104.0,89.0,90.0,-14.0,-15.56%
BNI Sekuritas,NI,CTTH,Citatah Tbk.,1/28/2026,46.5M,4.886,95,,,,104.0,104.0,104.0,89.0,90.0,-14.0,-15.56%
MANDIRI SEKURITAS,CC,CTTH,Citatah Tbk.,1/29/2026,65.6M,8.152,81,138.3M,17.485,79,84.0,85.0,88.0,77.0,87.0,-3.0,-3.45%
BNI Sekuritas,NI,CTTH,Citatah Tbk.,1/29/2026,61.7M,7.779,79,,,,84.0,85.0,88.0,77.0,87.0,-3.0,-3.45%
BRI Danareksa Sekuritas,OD,CTTH,Citatah Tbk.,1/29/2026,134.4M,17.096,79,,,,84.0,85.0,88.0,77.0,87.0,-3.0,-3.45%
MANDIRI SEKURITAS,CC,CTTH,Citatah Tbk.,1/30/2026,103.9M,10.821,96,119.8M,12.995,92,87.0,88.0,103.0,85.0,91.0,4.0,4.40%
BNI Sekuritas,NI,CTTH,Citatah Tbk.,1/30/2026,18.9M,2.02,94,,,,87.0,88.0,103.0,85.0,91.0,4.0,4.40%
MANDIRI SEKURITAS,CC,CTTH,Citatah Tbk.,2/2/2026,21.4M,2.537,84,55M,6.351,87,91.0,91.0,92.0,78.0,78.0,-13.0,-16.67%
BNI Sekuritas,NI,CTTH,Citatah Tbk.,2/2/2026,43.6M,5.128,85,4.7M,553,85,91.0,91.0,92.0,78.0,78.0,-13.0,-16.67%
MANDIRI SEKURITAS,CC,CTTH,,2/3/2026,3.1M,370,83,9M,1.07,84,,,,,,,
BNI Sekuritas,NI,CTTH,,2/3/2026,,,,18.4M,2.22,83,,,,,,,
BRI Danareksa Sekuritas,OD,CTTH,,2/3/2026,22.8M,2.718,84,,,,,,,,,,
MANDIRI SEKURITAS,CC,CTTH,,2/4/2026,3.1M,370,83,9M,1.07,84,,,,,,,
BNI Sekuritas,NI,CTTH,,2/4/2026,,,,18.4M,2.22,83,,,,,,,
BRI Danareksa Sekuritas,OD,CTTH,,2/4/2026,22.8M,2.718,84,,,,,,,,,,
MANDIRI SEKURITAS,CC,DAAZ,Daaz Bara Lestari Tbk.,1/28/2026,3.1B,8.195,3.814,1.3B,3.351,3.824,3820.0,3820.0,4100.0,3750.0,3750.0,-660.0,-17.60%
MANDIRI SEKURITAS,CC,DAAZ,Daaz Bara Lestari Tbk.,1/29/2026,2.1B,6.292,3.331,1.5B,4.347,3.396,3300.0,3300.0,3550.0,3190.0,3360.0,-390.0,-11.61%
MANDIRI SEKURITAS,CC,DAAZ,Daaz Bara Lestari Tbk.,1/30/2026,1.7B,4.52,3.655,1.8B,4.874,3.709,3540.0,3550.0,3860.0,3360.0,3730.0,370.0,9.92%
MANDIRI SEKURITAS,CC,DAAZ,Daaz Bara Lestari Tbk.,2/2/2026,2.3B,6.532,3.466,2B,5.4,3.637,4000.0,4000.0,4100.0,3200.0,3350.0,-380.0,-11.34%
MANDIRI SEKURITAS,CC,DEWA,Darma Henwa Tbk,1/28/2026,83.7B,"1,433,319",584,83.6B,"1,436,548",582,570.0,570.0,625.0,570.0,570.0,-100.0,-17.54%
BRI Danareksa Sekuritas,OD,DEWA,Darma Henwa Tbk,1/28/2026,14B,243.856,573,,,,570.0,570.0,625.0,570.0,570.0,-100.0,-17.54%
MANDIRI SEKURITAS,CC,DEWA,Darma Henwa Tbk,1/29/2026,175.1B,"3,351,152",522,128.5B,"2,483,433",517,510.0,515.0,575.0,486.0,525.0,-45.0,-8.57%
BNI Sekuritas,NI,DEWA,Darma Henwa Tbk,1/29/2026,44.5B,899.707,494,,,,510.0,515.0,575.0,486.0,525.0,-45.0,-8.57%
MANDIRI SEKURITAS,CC,DEWA,Darma Henwa Tbk,1/30/2026,43.2B,791.407,546,59.6B,"1,082,588",551,535.0,540.0,580.0,505.0,540.0,15.0,2.78%
BRI Danareksa Sekuritas,OD,DEWA,Darma Henwa Tbk,1/30/2026,13.7B,248.334,550,,,,535.0,540.0,580.0,505.0,540.0,15.0,2.78%
MANDIRI SEKURITAS,CC,DEWA,Darma Henwa Tbk,2/2/2026,64B,"1,361,003",470,46.5B,993.798,468,540.0,540.0,545.0,460.0,460.0,-80.0,-17.39%
MANDIRI SEKURITAS,CC,DEWI,Dewi Shri Farmindo Tbk.,1/28/2026,1.1B,"80,612",142,575.2M,"39,544",145,160.0,160.0,160.0,139.0,139.0,-24.0,-17.27%
BNI Sekuritas,NI,DEWI,Dewi Shri Farmindo Tbk.,1/28/2026,,,,450.8M,"31,999",141,160.0,160.0,160.0,139.0,139.0,-24.0,-17.27%
MANDIRI SEKURITAS,CC,DEWI,Dewi Shri Farmindo Tbk.,1/29/2026,893.3M,"72,370",123,324.7M,"26,510",122,120.0,119.0,133.0,119.0,126.0,-13.0,-10.32%
BNI Sekuritas,NI,DEWI,Dewi Shri Farmindo Tbk.,1/29/2026,105.3M,"8,230",128,,,,120.0,119.0,133.0,119.0,126.0,-13.0,-10.32%
BRI Danareksa Sekuritas,OD,DEWI,Dewi Shri Farmindo Tbk.,1/29/2026,,,,131.4M,"10,866",121,120.0,119.0,133.0,119.0,126.0,-13.0,-10.32%
MANDIRI SEKURITAS,CC,DEWI,Dewi Shri Farmindo Tbk.,1/30/2026,287.8M,"22,596",127,511.3M,"39,620",129,126.0,127.0,134.0,125.0,128.0,2.0,1.56%
BNI Sekuritas,NI,DEWI,Dewi Shri Farmindo Tbk.,1/30/2026,88M,"6,877",128,,,,126.0,127.0,134.0,125.0,128.0,2.0,1.56%
BRI Danareksa Sekuritas,OD,DEWI,Dewi Shri Farmindo Tbk.,1/30/2026,,,,70M,"5,538",126,126.0,127.0,134.0,125.0,128.0,2.0,1.56%
MANDIRI SEKURITAS,CC,DEWI,Dewi Shri Farmindo Tbk.,2/2/2026,1B,"91,412",112,297.8M,"26,619",112,129.0,128.0,129.0,109.0,119.0,-9.0,-7.56%
BNI Sekuritas,NI,DEWI,Dewi Shri Farmindo Tbk.,2/2/2026,,,,254.1M,"22,985",111,129.0,128.0,129.0,109.0,119.0,-9.0,-7.56%
MANDIRI SEKURITAS,CC,DOOH,Era Media Sejahtera Tbk.,1/28/2026,1.8B,"83,778",214,1.1B,"50,139",216,224.0,224.0,228.0,204.0,206.0,-32.0,-15.53%
MANDIRI SEKURITAS,CC,DOOH,Era Media Sejahtera Tbk.,1/29/2026,3.1B,"166,851",184,1.8B,"96,479",191,178.0,180.0,204.0,176.0,200.0,-6.0,-3.00%
BNI Sekuritas,NI,DOOH,Era Media Sejahtera Tbk.,1/29/2026,574.6M,"30,452",189,,,,178.0,180.0,204.0,176.0,200.0,-6.0,-3.00%
MANDIRI SEKURITAS,CC,DOOH,Era Media Sejahtera Tbk.,1/30/2026,1.2B,"59,698",200,2.4B,"121,006",202,204.0,206.0,216.0,194.0,198.0,-2.0,-1.01%
BNI Sekuritas,NI,DOOH,Era Media Sejahtera Tbk.,1/30/2026,1.5B,"75,053",202,463.1M,"22,852",203,204.0,206.0,216.0,194.0,198.0,-2.0,-1.01%
MANDIRI SEKURITAS,CC,DOOH,Era Media Sejahtera Tbk.,2/2/2026,2B,"116,498",175,808M,"44,183",183,199.0,199.0,202.0,169.0,169.0,-29.0,-17.16%
BNI Sekuritas,NI,DOOH,Era Media Sejahtera Tbk.,2/2/2026,227.2M,"13,083",174,,,,199.0,199.0,202.0,169.0,169.0,-29.0,-17.16%
MANDIRI SEKURITAS,CC,DSSA,Dian Swastatika Sentosa Tbk,1/28/2026,10.1B,1.024,98.968,40.3B,4.079,98.8,98600.0,98600.0,101925.0,98600.0,98600.0,-17400.0,-17.65%
MANDIRI SEKURITAS,CC,DSSA,Dian Swastatika Sentosa Tbk,1/29/2026,22.8B,2.544,89.776,32.2B,3.688,87.368,83850.0,83850.0,97025.0,83825.0,94000.0,-4600.0,-4.89%
BNI Sekuritas,NI,DSSA,Dian Swastatika Sentosa Tbk,1/29/2026,3.3B,362,90.691,,,,83850.0,83850.0,97025.0,83825.0,94000.0,-4600.0,-4.89%
BRI Danareksa Sekuritas,OD,DSSA,Dian Swastatika Sentosa Tbk,1/29/2026,2.3B,269,87.324,16.7B,1.962,84.954,83850.0,83850.0,97025.0,83825.0,94000.0,-4600.0,-4.89%
